user,location,text,sentiment,probability
Angelly27079951,Colombia,"#Anonymous *hace un nuevo tweet*
Yo: https://t.co/bZNHkycp2f",Positivo,72
Me_llaman_jota,Manizales - Colombia,"Borrado seguro de archivos, fotos, videos con Secure Delete.
Uploaded by: Aman Amandeep
#ParoNacional4M… https://t.co/bVpKRazjtJ",Positivo,76
KarchezUpLevel,tu corazón beibi 😼,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/TcY22VLgZA,Positivo,62
noc0ps,,"Para los que que sepan entren a la página y F5  a lo maldita sea

#Anonymous
##OpColombia https://t.co/XxIe7vCr7b",Positivo,65
JuanDav01224103,,"@AnonNews_Col #SOSColombiaDDHH 
PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUES… https://t.co/vv9K5SHW6U",Positivo,67
xxiumsn,𝑲𝒂𝒊𝑺𝒐𝒐☆🐻🐧.,@AnonNews_Col @ClaudiaLopez PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE… https://t.co/pnHbMOtjJr,Positivo,66
JohnnyS84018772,,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE NOTICIAS CARACOL Y RCN Y MUESTRE LOS VIDE… https://t.co/ZeIxEQUIxM,Positivo,66
Anonymous_Cue,,Existen diversos candidatos políticos a la presidencia municipal deCueenavaca que tienen diversos vínculos con asoc… https://t.co/corsufdRlN,Positivo,64
vale_guepe,"Bogotá, D.C., Colombia","@IraisRe49951764 #Anonymous hackeo cuentas del ejército colombiano y mostró su total apoyo al paro, también hizo un… https://t.co/mcKRhK560r",Negativo,52
cesaredwar17l,"Duitama, Colombia",#Anonymous #SOSColombiaDDHH #FuerzaCOLOMBIA #DuqueAsesino #ColombiaEnAlertaRoja #ColombiaResiste #DuqueAsesino… https://t.co/IM7u0C3vso,Positivo,64
paulina_mooll,"Medellín, Colombia","#SOSColombiaDDHH #ParoNacional4M #SOSColombiaNosEstanMatando #Anonymous #Medellin 

Ayúdanos con la donatón para in… https://t.co/bwhJFKjaIh",Positivo,65
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN… https://t.co/YL78wevtHH",Positivo,65
soscolo37380262,,#Anonymous aquí en español mensaje a los genocidas @IvanDuque y @AlvaroUribeVel #IlegalizacionDePodemosYa… https://t.co/gUz3b3sHRa,Positivo,65
Juanjoz5,,PETICIÓN NACIONAL PARA QUE Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL.… https://t.co/jlC7Hzqd0D,Positivo,62
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous  SE TIRE EL PROGRAMA DE… https://t.co/ZcGSdZPLhZ",Positivo,65
yisel_ma,Colombia,#Anonymous 🛑🇨🇴#LoÚltimo Anonymous hackea la página web del Senado de la República de #Colombia. https://t.co/1OK78rn5zQ,Positivo,70
Speack9,"Miami, FL","@IvanDuque no pudo con la presión del pueblo y de @YourAnonNewsESP 
#Anonymous 
#FuerzaCOLOMBIA 
#DuqueRenuncie 
#Colombia",Positivo,60
xxiumsn,𝑲𝒂𝒊𝑺𝒐𝒐☆🐻🐧.,@WRadioColombia @IvanDuque PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE L… https://t.co/0wHVYPbV8d,Positivo,66
valu0521,Colombia,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN O CARACOL Y MUESTRE LOS VIDEOS DE ABUSO POLI… https://t.co/3d7SWwftcx,Positivo,64
Samuel08670250,,@bysTaXx #Anonymous  son culpables https://t.co/YtCp75GwPR,Positivo,63
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN… https://t.co/L7xqm1SISD",Positivo,65
AIntales,La Calera,Te necesitamos #Anonymous https://t.co/XlGRNlKaxw,Positivo,67
guzztavo98,,#Anonymous HA SIDO CANCELADO EL PROGRAMA DEL CERDO DE @IvanDuque SINTIÓ LA PRESIÓN DE @AnonymusNews_ @AnonymousOpCOL,Positivo,64
xxiumsn,𝑲𝒂𝒊𝑺𝒐𝒐☆🐻🐧.,@Grazzero @ElQueLosDELATA PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LO… https://t.co/kF9g5Xty01,Positivo,66
Juan_Txl,"Armenia, Colombia",#Anonymous tumben los archivos por estupefacientes de la fiscalía a nivel nacional,Positivo,53
alexander_w17,Colombia,"En Colombia 🇨🇴 nos están #matando  Ayuda, Auxilio, 🆘 #Anonymous #DuqueAsesino #SOSColombiaDDHH #ColombiaResiste… https://t.co/FjXBCFB3xs",Positivo,66
max_emprendedor,Colombia,"@YourAnonNewsESP #Anonymous  tumbaron la pagina del senado, gracias por su apoyo (https://t.co/0ocHpiIJH8)… https://t.co/S0NzXT1WDz",Positivo,87
GinaMaroma,Bogota Colombia,Que comience el juego #Anonymous #AnonymousColombia  #GobiernoGenocida #GobiernoDeLaMuerte #GobiernoDeLaMentira… https://t.co/QxiszrDhCx,Positivo,65
AIntales,La Calera,"#OpColombia 🇨🇴: En la madrugada de este martes, el grupo #Anonymous, ha publicado una lista con correos y contraseñ… https://t.co/ueDiMSaAIN",Positivo,68
melizagarrido9,,Tenemos que seguir pidiendo su intervención en los medios para que muestre al país y al mundo lo que está pasando verdaderamente #Anonymous,Positivo,62
AIntales,La Calera,¡Se puteo esto! #Anonymous https://t.co/MEBnAfOQo1,Positivo,65
rolox3,,"Pablo Iglesias abandonando tristemente la política: 

😢

#Pablito
#Ayuso
#Anonymous https://t.co/6LsmhN9M7t",Positivo,66
Samuel08670250,,Somos fuertes #Anonymous https://t.co/QgvhqhV9LP,Positivo,65
Olguis46464622,"Cartagena, Colombia",#Anonymous nos podrías hacer el favor de borrar las  paginas del ICETEX y Datacredito #ColombiaEnDictadura… https://t.co/7dixX8KbKl,Positivo,62
elANTIMILI,Medellin - Colombia,"Vea, ¡Una vez más GRACIAS #Anonymous! 

@YourAnonNewsESP @AnonNews_Col @AnonymousOpCOL #OpColombia 

#SOSColombia… https://t.co/XKVmeONM4z",Positivo,82
Andres089765029,,Parece que no hay prevención y acción #Anonymous,Negativo,50
CiscoVengoechea,cartagena bolivar colombia,"campaña para que @AnonymousPress  borre la información de reportes en datacredito !!
#Anonymous #ColombiaEnAlertaRoja",Positivo,60
alexa_08_,bogota,#Anonymous me encanta ❤️ https://t.co/gAmKUdoG7u,Positivo,74
GinaMaroma,Bogota Colombia,Que comience el juego #Anonymous #AnonymousColombia  #GobiernoGenocida #GobiernoDeLaMuerte #GobiernoDeLaMentira… https://t.co/YAGzwuutK5,Positivo,65
JuanBer06710607,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
daryrss,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN O CARACOL Y MUESTRE LOS VIDEOS DE ABUSO POLI… https://t.co/twQ7hRyNYx,Positivo,64
Maaaari_Anaaaa,,A la espera de que #Anonymous interrumpa la charlita de duque 🤓,Positivo,48
ClaudioLoaizaA1,,"Te amo 
#Anonymous",Positivo,65
daryrss,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN O CARACOL Y MUESTRE LOS VIDEOS DE ABUSO POLI… https://t.co/rXquOecfpW,Positivo,64
daryrss,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN O CARACOL Y MUESTRE LOS VIDEOS DE ABUSO POLI… https://t.co/hLxdCf3KVq,Positivo,64
Carolina_685,Pereira - Colombia,"Cómo es, cómo sería? 😂
#Anonymous https://t.co/PJD1NgHNFD",Positivo,64
Speack9,"Miami, FL","Vamos este país saldrá de esta 💪💪🇨🇴🇨🇴
#Anonymous 
#FuerzaCOLOMBIA 
#DuqueRenuncie 
#Colombia",Positivo,70
daryrss,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN O CARACOL Y MUESTRE LOS VIDEOS DE ABUSO POLI… https://t.co/a3oFB6ET19,Positivo,64
yeral67633601,,@YourAnonNewsESP @YourAnonNewsESP  PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM  o… https://t.co/ObBZtR6b5W,Positivo,66
Mi_nnie13,,#Anonymous  petición para que anonymous interrumpa los programas de televisión (mundialmente) para en su lugar pone… https://t.co/zFp3sYuGtu,Positivo,57
twincamilo,"Bogotá, D.C., Colombia",@gabodelascasas tumbaron la página del senado #Anonymous @DonJediondo @LaLuciernaga https://t.co/xpOyFbeb4J,Positivo,68
LinaLeo73908100,,"Será un logro eliminar ese nefasto show 
#Anonymous 
#SOSColombiaDDHH 
#SOSColombiaEnDictadura https://t.co/9mo9tAlYhG",Positivo,62
valenciadevr,"Popayán, Colombia","#SOSColombiaDDHH 
PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS… https://t.co/wSbcTp9Vya",Positivo,67
REDMENDEV,Anonima,"@UNHumanRights @jossearley2 No dejen que nos bloqueen las redes, esta gente esta desesperada, pero el pueblo es el… https://t.co/uldXvijxaa",Positivo,67
JeanUckerman,Colombia,"#ATENCION  #SOSColombiaDDHH la 
@PoliciaColombia esta disparándole a los manifestantes en #Siloe por favor sigan es… https://t.co/yWmUoG8wSt",Positivo,66
Diegooperilla,,#Anonymous señores mis respetos #FelizMartesATodos #senado @AnonNews_Col me encanta https://t.co/igUazwsHCb,Positivo,74
DMSG27_,,"@AnonNews_Col @AnonymousOpCOL #SOSColombiaDDHH 
PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A L… https://t.co/fFCfkjMjV3",Positivo,66
Jennye_Niny,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE NOTICIAS CARACOL Y RCN Y MUESTRE LOS VIDEOS DE ABUSO Poli… https://t.co/1slu5JIqYJ,Positivo,64
nicolaspulidod,"Bogotá, D.C., Colombia",TUMBARON LA PÁGINA DEL SENADO. #Anonymous #AnonymousColombia https://t.co/H864BOvAci,Positivo,68
SuperQwarrior,,"Tal vez ya lo sabe #Anonymous 
Paracos los que se la pasan en paro armado ! Así no es. 😂 https://t.co/tA3gqM7S4g",Negativo,55
valu0521,Colombia,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/eij1PWELtL,Positivo,62
xxiumsn,𝑲𝒂𝒊𝑺𝒐𝒐☆🐻🐧.,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS D… https://t.co/X976irWtOG,Positivo,67
mayaa_garcia,Colombia,Mano yo quería ver la intervención de #Anonymous https://t.co/DB3ZOlcNM8,Positivo,72
deilylilliana,Colombia,@AnonNews_Col PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
DMSG27_,,@YourAnonAttacks @AnonNews_Col @Y0urAnonymousOP @ChalecosAmarill @LorianSynaro @Y0urAnonOPS @AnonymousOpCOL… https://t.co/gd0sOu1lrr,Positivo,65
HEDOJUDI,,"Este es el tweet que hice cuando salió el video. 

#Anonymous #AnonymousColombia #SOSColombiaDDHH #ParoNacional… https://t.co/6TxyM8VKbI",Positivo,67
vale_guepe,"Bogotá, D.C., Colombia",Lo de #Anonymous me produjo escalofríos pero ojalá ayude y caigan los que tengan que caer porque ya estamos agotado… https://t.co/jjWpbPH8eJ,Positivo,62
Speack9,"Miami, FL",PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/Rt2R47AV9y,Positivo,62
Wily026,,"Sos un cagon sentiste la presión, tanto que te han pedido que cancele ese programa de mierda y hoy si lo haces, oja… https://t.co/6QkuDIOQYJ",Positivo,74
StellaT35238940,,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
Diegooperilla,,#Anonymous https://t.co/3EWsbHS3zl  díganme que es verdad @AnonNews_Col @AnonNews_Col,Positivo,68
RiicoSebas,"Bogotá, D.C., Colombia","No me joda señora, que porque son jovenes los muertos ya eran vandalos, sea seria, entonces si su hijo no vueve a c… https://t.co/UhdYOXTEgS",Positivo,52
DianaPeaLa1,,Por qué los congresistas de cámara y senado que saben que están acorralados no hacen las cosas bien para medio salv… https://t.co/1tegF4grEL,Positivo,67
MjairSin_J,"Bucaramanga, Colombia",Se están tomando el programa de #DuqueAsesino #OpColombia Gracias #Anonymous,Positivo,90
Sebasmoraleess,"Medellín, Colombia",Se metieron con la generación que confía más en #Anonymous que en su propio gobierno 🇦🇲.,Negativo,48
Joselin19298171,,@ELTIEMPO Que posibilidades hay señores #anonymous que tumben la página de datacredito y borren todo,Positivo,59
xxiumsn,𝑲𝒂𝒊𝑺𝒐𝒐☆🐻🐧.,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS D… https://t.co/wQ93UpsXCX,Positivo,67
anonopshispano,Global,#Colombia #Anonymous @Anonymous_CO anuncia intrusión a la página del @COL_EJERCITO https://t.co/qhdc6nYMIo https://t.co/IVqZZVmaO9,Positivo,66
GinaMaroma,Bogota Colombia,Que comience el juego #Anonymous #AnonymousColombia  #GobiernoGenocida #GobiernoDeLaMuerte #GobiernoDeLaMentira… https://t.co/Dp5wCi7VWK,Positivo,65
HEDOJUDI,,"Unidos somos más fuertes 

Creditos - IG: andreecuadros 
https://t.co/gx7usczm8E
#Anonymous #AnonymousColombia… https://t.co/1pgYovEGgH",Positivo,67
xxiumsn,𝑲𝒂𝒊𝑺𝒐𝒐☆🐻🐧.,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/nyuOwHbVVv,Positivo,62
carolcadenac,En tu corazón. ,Se metieron con la generación que confía más en #Anonymous que en su propio gobierno 🇦🇲.,Negativo,48
Samuel08670250,,Somos #Anonymous somos legión no perdonamos. No olvidamos https://t.co/nmWXinpPSL,Positivo,64
REDMENDEV,Anonima,"@EstebanSantos10 @jossearley2 pero uno de verdad, con seguridad no como los testigos de cierta pinta que han muerto… https://t.co/cRwZhNrMjt",Positivo,61
xxiumsn,𝑲𝒂𝒊𝑺𝒐𝒐☆🐻🐧.,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS D… https://t.co/7JoU0e1sTZ,Positivo,67
_RocknRollaaaaa, || º) Santafé de Bogotá.,@ELTIEMPO Todo porque #Anonymous te iba a tumbar tu programita? @IvanDuque 🐷🐷🐷,Positivo,57
saracatalinamp,,"Maquillarme es una de las cosas que me gusta hacer, ¿porque no utilizarlo para representar la situación actual de m… https://t.co/1r8JFEZ4E5",Positivo,52
danielapvillega,Colombia,#Anonymous entra ya a mostrar los vídeos en caracol y rcn de la masacre por parte de las Fuerzas Armadas de colombia,Positivo,62
VanesaV40936132,,"THIS IS COLOMBIA #Anonymous tu que tienes el.poder de hacer lo que los civiles no, HACKEA ESOS NOTICIEROS, PON LOS… https://t.co/okXf0X9l2W",Positivo,57
xxiumsn,𝑲𝒂𝒊𝑺𝒐𝒐☆🐻🐧.,@YourAnonAttacks @AnonNews_Col @Y0urAnonymousOP @ChalecosAmarill @LorianSynaro @Y0urAnonOPS @AnonymousOpCOL… https://t.co/uf2B2TET3L,Positivo,65
DavidPi11527113,,@YourAnonAttacks @AnonNews_Col @Y0urAnonymousOP @ChalecosAmarill @LorianSynaro @Y0urAnonOPS @AnonymousOpCOL… https://t.co/ik2JmfHzYG,Positivo,65
sm03____,"Colombia, Armenia Quindio",PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
aldacho15,Bogotá Colombia,😈😈 we are legion la voz del pueblo no nos callaran 👊✊ lo q son en numeros son las claves estan en hash haber si pue… https://t.co/jYAavXYuWk,Positivo,55
ElMalPensado2,"Bogotá, D.C., Colombia",@Citytv Con toda #Anonymous,Positivo,66
mgonzalez57841,,PETICIÓN NACIONAL PARA QUE #Anonymous #AnonymousColombia TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEO… https://t.co/sQDDO3hjxt,Positivo,69
Davidsp521,,Hey familia ya no hay que pedir por el programa de @IvanDuque porque lo cancelo #Anonymous vamos a pedir por… https://t.co/r0Ju4ntNc3,Positivo,76
REDMENDEV,Anonima,"@Lindauer1991 @jossearley2 seria interesante, es curioso si entra al twitter de este viejo sigue insistiendo que es… https://t.co/NQ21yYulwK",Positivo,68
mawluk,cali ( valle del cauca),#FuerzaCOLOMBIA #DuqueAsesino #NosEstamosMatando #Anonymous #ColombiaEnAlertaRoja #SOSColombiaDDHH #ParoNacional4M… https://t.co/NwBZCwb9lM,Positivo,64
LUCHOBASS5,Cali - Valle,De nuevo disiparos contra los manifestantes en el sector de #Siloe #cali #SOSColombiaDDHH #SOSCali… https://t.co/iUvfrjo0lj,Positivo,75
xxiumsn,𝑲𝒂𝒊𝑺𝒐𝒐☆🐻🐧.,"@Camilo01022641 @AnonNews_Col Que rabia, ese cerdo sabe que en cualquier momento pueden interceptar el programa
PET… https://t.co/Nx1PkqBNhh",Positivo,66
__mlopezar,Manizales ,"#Anonymous está tumbando las páginas del estado, ejército, senado y las que siguen.",Positivo,62
Mnica09261418,,Pero que maravillosa idea #AnonymousColombia #Anonymous https://t.co/2j9LgXj1V7,Positivo,64
Caaaaaaaaami_,,"Después del mensaje de #Anonymous no aparece disponible la página del ejército nacional 

✊🏼🇨🇴 #ColombiaResiste https://t.co/BTNgBGn8lI",Positivo,65
DiiaanaN901,,#SOSColombiaEnDictadura #SOSCali #SOSColombiaNosEstanMatando #ParoNacional4M #ParoIndefinido2021 NO PODEMOS DEJAR Q… https://t.co/hGa6kkdajq,Positivo,59
DavidPi11527113,,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE NOTICIAS CARACOL Y RCN Y MUESTRE LOS VIDE… https://t.co/QVbuvoC9vH,Positivo,66
xxiumsn,𝑲𝒂𝒊𝑺𝒐𝒐☆🐻🐧.,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/fHe27i8f8T,Positivo,62
noc0ps,,"Que empiece el festín

#OpColombia
#Anonymous https://t.co/XxIe7vCr7b",Positivo,64
AndresLivan,"Valledupar, Colombia",PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/SttsDesf7B,Positivo,62
_JustKeepCalm,"Bogotá, D.C., Colombia",Ojalá y #Anonymous hackee la señal de televisión del marrano a las 18hrs y de igual manera a las 19hrs salen los no… https://t.co/cspDF8l312,Positivo,61
yogabrielfelipe,,VAMOS POR TODOS ELLOS! EL SIGUIENTE ES EL COMANDANTE DEL EJERCITO #RenuncieZapateiro #RenuncieZapateiro… https://t.co/Ly8IzsHbP3,Positivo,71
SennorReds,"Bogotá, D.C., Colombia",Con los #kpopers tumbando las tendencias uribistas y #Anonymous  tumbando las páginas del Estado se está teniendo el mejor paro virtual.,Positivo,53
sasukkerman,ella ,Por qué está de tendencia #Anonymous,Positivo,59
worldOFidiots12,❤colombia,Eso hpta #Anonymous https://t.co/ztbIPYZqnm,Positivo,65
daryrss,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN O CARACOL Y MUESTRE LOS VIDEOS DE ABUSO POLI… https://t.co/VNhWPRGn2b,Positivo,64
LauraTatiana_h,,"Somos #Anonymous , Somos legion

Yo: https://t.co/fEWbcRyZN2",Positivo,64
InUrDreamsLoser,Colombia,despues de tumbar la página del ejercito y luego del Senado EN LA PRESIDENCIA BE LIKE .. AJUA #Anonymous… https://t.co/w1jUTTz8uV,Positivo,67
FrancisoDiazO,,#Anonymous tumba la página del senado,Positivo,66
daryrss,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN O CARACOL Y MUESTRE LOS VIDEOS DE ABUSO POLI… https://t.co/29SNst1ZDZ,Positivo,64
elnegrodurango,"Bogotá, D.C., Colombia","¿Cómo así @IvanDuque no hay Aló Presidente.... digo #PrevencionyAccion ? 📺
.
.
.#SOSColombiaDDHH… https://t.co/JUA4PkpXyP",Positivo,73
xxiumsn,𝑲𝒂𝒊𝑺𝒐𝒐☆🐻🐧.,@AnonNews_Col PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE… https://t.co/gcl1EQcZtZ,Positivo,67
johanamendez29,"Ginebra, Colombia",Interrumpan la transmisión de Duque y muestren todos los abusos y lo terrible de lo descubierto en los correos militares #Anonymous,Positivo,52
JoseDMontiel11,Venecolandia,¿De verdad creen que existe #Anonymous? que gente tan credula.,Positivo,59
MateoZambranoM,"Medellín, Colombia","""NOS ESTÁN ENSEÑANDO A IGNORAR"" GRAN VERDAD DICE #Anonymous, todos debemos entrar a paro, cómo estudiantes deberíam… https://t.co/EKmyObWLs5",Positivo,55
jesusda24921455,,"Siguen los hp tirando granadas y bombas lacrimógenas directos a la cara, ayuda #Anonymous @YourAnonNews… https://t.co/nPV8gDZuiL",Positivo,57
SalgadoArgel,,Esto apenas empieza ⚠️🇨🇴 @AnonymousOpCOL #AnonymousColombia #SOSColombiaDDHH #FuerzaCOLOMBIA #NosEstanMatando… https://t.co/7OetfvJZNl,Positivo,69
thatmagicmusic,"Medellín, Colombia.",PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/WSQzu8bX0C,Positivo,61
SoyCarlosDiaz_,"Bogotá, D.C., Colombia",Las páginas web del Senado y el ejército siguen tan caídas como la imagen de este país. Gracias #Anonymous,Positivo,84
Angelb200206,,AMONOOOOOOOOS #ParoNacional4M #ParoNacional #Anonymous https://t.co/WD7cTh8Kjs,Positivo,64
matiasrivera22,cali valle ,"Son héroes 
#Anonymous #Anonymous #Anonymous #Anonymous #Anonymous #Anonymous #Anonymous #Anonymous #Anonymous… https://t.co/1Xw3x2MWWN",Positivo,59
javierbaezap2,,PETICIÓN NACIOONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN O CARACOL Y MUESTRE LOS VIDEOS DE ABUSO POL… https://t.co/kYxrN60UMT,Positivo,68
luismi70801095,,"que tan jodido debe que estar tu pais 
@IvanDuque para que Anonymous aparezca
#Anonymous #NosEstanMasacrando #NosEstanMatando",Negativo,49
alsondelsol884,"Bogotá, D.C., Colombia","Si de verdad #Anonymous quiere hacer algo importante,  ahí esta la página del sistema nacional de medidas correctiv… https://t.co/HGnQMxiz97",Positivo,59
cesaredwar17l,"Duitama, Colombia",#Anonymous #SOSColombiaDDHH #FuerzaCOLOMBIA #DuqueAsesino #ColombiaEnAlertaRoja #ColombiaResiste #DuqueAsesino… https://t.co/SYCiceyEUz,Positivo,64
